 # Fri Oct 16 11:59:45 2009
 # MSTW 2008 LO PDF grid for central fit.
 # distance(t),tolerance(T) =   0.  0.
 # mCharm = 1.43
 # mBottom = 4.30
 # alphaS(1GeV) = 0.49337
 # alphaS(MZ) = 0.12032
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0
 
          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  1.6238E-01  1.9293E-01  4.5927E-01  1.7112E-02  3.5418E-03  1.6488E-03  1.6183E-01  4.3123E-01  0.0000E+00
  1.5098E-01  1.8683E-01  4.4793E-01  1.6525E-02  3.5122E-03  1.7201E-03  1.5706E-01  4.2072E-01  0.0000E+00
  1.4126E-01  1.8127E-01  4.3746E-01  1.5988E-02  3.4757E-03  1.7730E-03  1.5271E-01  4.1102E-01  0.0000E+00
  1.3293E-01  1.7622E-01  4.2782E-01  1.5498E-02  3.4354E-03  1.8118E-03  1.4873E-01  4.0208E-01  0.0000E+00
  1.2529E-01  1.7130E-01  4.1836E-01  1.5022E-02  3.3901E-03  1.8414E-03  1.4485E-01  3.9331E-01  0.0000E+00
  1.1840E-01  1.6663E-01  4.0926E-01  1.4569E-02  3.3419E-03  1.8627E-03  1.4115E-01  3.8487E-01  0.0000E+00
  1.1237E-01  1.6232E-01  4.0080E-01  1.4152E-02  3.2933E-03  1.8766E-03  1.3774E-01  3.7702E-01  0.0000E+00
  1.0708E-01  1.5837E-01  3.9296E-01  1.3769E-02  3.2454E-03  1.8849E-03  1.3459E-01  3.6974E-01  0.0000E+00
  1.0211E-01  1.5449E-01  3.8521E-01  1.3394E-02  3.1955E-03  1.8889E-03  1.3150E-01  3.6255E-01  0.0000E+00
  9.7537E-02  1.5077E-01  3.7772E-01  1.3034E-02  3.1452E-03  1.8892E-03  1.2852E-01  3.5559E-01  0.0000E+00
  9.3455E-02  1.4732E-01  3.7071E-01  1.2701E-02  3.0963E-03  1.8865E-03  1.2575E-01  3.4907E-01  0.0000E+00
  8.9812E-02  1.4413E-01  3.6417E-01  1.2394E-02  3.0494E-03  1.8815E-03  1.2319E-01  3.4300E-01  0.0000E+00
  8.6336E-02  1.4098E-01  3.5768E-01  1.2091E-02  3.0015E-03  1.8743E-03  1.2065E-01  3.3696E-01  0.0000E+00
  8.3089E-02  1.3794E-01  3.5138E-01  1.1800E-02  2.9540E-03  1.8652E-03  1.1820E-01  3.3110E-01  0.0000E+00
  8.0149E-02  1.3510E-01  3.4545E-01  1.1528E-02  2.9084E-03  1.8551E-03  1.1590E-01  3.2558E-01  0.0000E+00
  7.7491E-02  1.3246E-01  3.3990E-01  1.1276E-02  2.8650E-03  1.8441E-03  1.1376E-01  3.2042E-01  0.0000E+00
  7.4925E-02  1.2984E-01  3.3437E-01  1.1026E-02  2.8210E-03  1.8319E-03  1.1163E-01  3.1526E-01  0.0000E+00
  7.2500E-02  1.2730E-01  3.2897E-01  1.0784E-02  2.7776E-03  1.8187E-03  1.0956E-01  3.1024E-01  0.0000E+00
  7.0281E-02  1.2491E-01  3.2387E-01  1.0558E-02  2.7361E-03  1.8053E-03  1.0762E-01  3.0549E-01  0.0000E+00
  6.8255E-02  1.2269E-01  3.1909E-01  1.0347E-02  2.6968E-03  1.7918E-03  1.0580E-01  3.0103E-01  0.0000E+00
  6.6282E-02  1.2047E-01  3.1431E-01  1.0138E-02  2.6571E-03  1.7775E-03  1.0399E-01  2.9657E-01  0.0000E+00
  6.4399E-02  1.1831E-01  3.0962E-01  9.9342E-03  2.6179E-03  1.7627E-03  1.0222E-01  2.9220E-01  0.0000E+00
  6.2662E-02  1.1627E-01  3.0519E-01  9.7429E-03  2.5805E-03  1.7480E-03  1.0055E-01  2.8807E-01  0.0000E+00
  6.1065E-02  1.1437E-01  3.0101E-01  9.5640E-03  2.5451E-03  1.7336E-03  9.8986E-02  2.8418E-01  0.0000E+00
  5.9497E-02  1.1246E-01  2.9683E-01  9.3856E-03  2.5093E-03  1.7186E-03  9.7419E-02  2.8027E-01  0.0000E+00
  6.4154E-01  3.1515E-01  6.7795E-01  2.3205E-02  0.0000E+00  0.0000E+00  2.6114E-01  6.3914E-01  0.0000E+00
  5.7655E-01  3.0498E-01  6.6338E-01  2.2893E-02  0.0000E+00  0.0000E+00  2.5327E-01  6.2509E-01  0.0000E+00
  5.3188E-01  2.9735E-01  6.5212E-01  2.2592E-02  0.0000E+00  0.0000E+00  2.4735E-01  6.1432E-01  0.0000E+00
  4.6903E-01  2.8553E-01  6.3420E-01  2.2030E-02  0.0000E+00  0.0000E+00  2.3820E-01  5.9726E-01  0.0000E+00
  4.6903E-01  2.8553E-01  6.3420E-01  2.2030E-02  1.2776E-09  0.0000E+00  2.3820E-01  5.9726E-01  0.0000E+00
  4.3352E-01  2.7853E-01  6.2331E-01  2.1649E-02  4.0909E-04  0.0000E+00  2.3276E-01  5.8693E-01  0.0000E+00
  3.9601E-01  2.7050E-01  6.1057E-01  2.1174E-02  8.0723E-04  0.0000E+00  2.2653E-01  5.7490E-01  0.0000E+00
  3.6682E-01  2.6375E-01  5.9964E-01  2.0746E-02  1.0978E-03  0.0000E+00  2.2127E-01  5.6460E-01  0.0000E+00
  3.4130E-01  2.5741E-01  5.8921E-01  2.0324E-02  1.3367E-03  0.0000E+00  2.1632E-01  5.5479E-01  0.0000E+00
  3.1661E-01  2.5083E-01  5.7822E-01  1.9868E-02  1.5531E-03  0.0000E+00  2.1118E-01  5.4448E-01  0.0000E+00
  2.9697E-01  2.4523E-01  5.6874E-01  1.9466E-02  1.7138E-03  0.0000E+00  2.0680E-01  5.3559E-01  0.0000E+00
  2.7947E-01  2.3995E-01  5.5967E-01  1.9077E-02  1.8476E-03  0.0000E+00  2.0265E-01  5.2709E-01  0.0000E+00
  2.6654E-01  2.3583E-01  5.5253E-01  1.8768E-02  1.9402E-03  0.0000E+00  1.9942E-01  5.2041E-01  0.0000E+00
  2.3987E-01  2.2674E-01  5.3652E-01  1.8068E-02  2.1127E-03  0.0000E+00  1.9225E-01  5.0544E-01  0.0000E+00
  2.3987E-01  2.2674E-01  5.3652E-01  1.8068E-02  2.1127E-03  4.2823E-11  1.9225E-01  5.0544E-01  0.0000E+00
  2.2131E-01  2.2016E-01  5.2473E-01  1.7548E-02  2.2113E-03  2.1090E-04  1.8705E-01  4.9442E-01  0.0000E+00
  2.0130E-01  2.1244E-01  5.1066E-01  1.6926E-02  2.3015E-03  4.2278E-04  1.8092E-01  4.8129E-01  0.0000E+00
  1.8298E-01  2.0469E-01  4.9632E-01  1.6291E-02  2.3669E-03  6.0562E-04  1.7474E-01  4.6789E-01  0.0000E+00
  1.6826E-01  1.9790E-01  4.8355E-01  1.5727E-02  2.4055E-03  7.4342E-04  1.6932E-01  4.5598E-01  0.0000E+00
  1.5501E-01  1.9128E-01  4.7093E-01  1.5172E-02  2.4279E-03  8.5939E-04  1.6401E-01  4.4420E-01  0.0000E+00
  1.4509E-01  1.8596E-01  4.6065E-01  1.4723E-02  2.4359E-03  9.4041E-04  1.5973E-01  4.3461E-01  0.0000E+00
  1.3421E-01  1.7971E-01  4.4843E-01  1.4193E-02  2.4349E-03  1.0227E-03  1.5469E-01  4.2321E-01  0.0000E+00
  1.2553E-01  1.7437E-01  4.3785E-01  1.3737E-02  2.4257E-03  1.0827E-03  1.5036E-01  4.1333E-01  0.0000E+00
  1.1824E-01  1.6961E-01  4.2833E-01  1.3331E-02  2.4115E-03  1.1286E-03  1.4649E-01  4.0444E-01  0.0000E+00
  1.0984E-01  1.6376E-01  4.1651E-01  1.2831E-02  2.3870E-03  1.1759E-03  1.4173E-01  3.9340E-01  0.0000E+00
  1.0270E-01  1.5846E-01  4.0565E-01  1.2376E-02  2.3584E-03  1.2105E-03  1.3740E-01  3.8326E-01  0.0000E+00
  9.6593E-02  1.5365E-01  3.9570E-01  1.1964E-02  2.3277E-03  1.2356E-03  1.3346E-01  3.7397E-01  0.0000E+00
  9.1000E-02  1.4900E-01  3.8598E-01  1.1566E-02  2.2938E-03  1.2545E-03  1.2963E-01  3.6488E-01  0.0000E+00
  8.5965E-02  1.4459E-01  3.7667E-01  1.1188E-02  2.2581E-03  1.2677E-03  1.2600E-01  3.5617E-01  0.0000E+00
  8.1561E-02  1.4054E-01  3.6804E-01  1.0842E-02  2.2226E-03  1.2760E-03  1.2265E-01  3.4811E-01  0.0000E+00
  7.7700E-02  1.3683E-01  3.6007E-01  1.0526E-02  2.1878E-03  1.2804E-03  1.1958E-01  3.4066E-01  0.0000E+00
  7.4079E-02  1.3320E-01  3.5223E-01  1.0217E-02  2.1518E-03  1.2821E-03  1.1657E-01  3.3331E-01  0.0000E+00
  7.0747E-02  1.2974E-01  3.4466E-01  9.9226E-03  2.1156E-03  1.2812E-03  1.1368E-01  3.2623E-01  0.0000E+00
  6.7773E-02  1.2652E-01  3.3761E-01  9.6504E-03  2.0807E-03  1.2784E-03  1.1100E-01  3.1962E-01  0.0000E+00
  6.5119E-02  1.2356E-01  3.3105E-01  9.3998E-03  2.0472E-03  1.2740E-03  1.0853E-01  3.1349E-01  0.0000E+00
  6.2588E-02  1.2065E-01  3.2456E-01  9.1536E-03  2.0133E-03  1.2682E-03  1.0609E-01  3.0740E-01  0.0000E+00
  6.0223E-02  1.1784E-01  3.1827E-01  8.9172E-03  1.9796E-03  1.2612E-03  1.0373E-01  3.0150E-01  0.0000E+00
  5.8081E-02  1.1522E-01  3.1237E-01  8.6974E-03  1.9474E-03  1.2535E-03  1.0153E-01  2.9597E-01  0.0000E+00
  5.6144E-02  1.1279E-01  3.0686E-01  8.4939E-03  1.9169E-03  1.2453E-03  9.9488E-02  2.9081E-01  0.0000E+00
  5.4275E-02  1.1039E-01  3.0139E-01  8.2930E-03  1.8860E-03  1.2362E-03  9.7462E-02  2.8567E-01  0.0000E+00
  5.2507E-02  1.0806E-01  2.9605E-01  8.0989E-03  1.8555E-03  1.2265E-03  9.5497E-02  2.8067E-01  0.0000E+00
  5.0888E-02  1.0589E-01  2.9103E-01  7.9175E-03  1.8265E-03  1.2167E-03  9.3654E-02  2.7595E-01  0.0000E+00
  4.9411E-02  1.0385E-01  2.8633E-01  7.7489E-03  1.7990E-03  1.2069E-03  9.1934E-02  2.7154E-01  0.0000E+00
  4.7971E-02  1.0184E-01  2.8163E-01  7.5817E-03  1.7712E-03  1.1965E-03  9.0221E-02  2.6713E-01  0.0000E+00
  4.6597E-02  9.9872E-02  2.7704E-01  7.4194E-03  1.7439E-03  1.1859E-03  8.8553E-02  2.6282E-01  0.0000E+00
  4.5329E-02  9.8026E-02  2.7271E-01  7.2672E-03  1.7179E-03  1.1753E-03  8.6983E-02  2.5875E-01  0.0000E+00
  4.4162E-02  9.6299E-02  2.6863E-01  7.1251E-03  1.6932E-03  1.1650E-03  8.5512E-02  2.5492E-01  0.0000E+00
  4.3016E-02  9.4575E-02  2.6455E-01  6.9836E-03  1.6684E-03  1.1543E-03  8.4043E-02  2.5108E-01  0.0000E+00
  4.9868E-01  2.9269E-01  6.6761E-01  1.9869E-02  0.0000E+00  0.0000E+00  2.4945E-01  6.3137E-01  0.0000E+00
  4.4444E-01  2.8201E-01  6.5043E-01  1.9423E-02  0.0000E+00  0.0000E+00  2.4090E-01  6.1497E-01  0.0000E+00
  4.0759E-01  2.7406E-01  6.3733E-01  1.9045E-02  0.0000E+00  0.0000E+00  2.3452E-01  6.0252E-01  0.0000E+00
  3.5640E-01  2.6187E-01  6.1675E-01  1.8400E-02  0.0000E+00  0.0000E+00  2.2472E-01  5.8301E-01  0.0000E+00
  3.5640E-01  2.6187E-01  6.1675E-01  1.8400E-02  8.9937E-10  0.0000E+00  2.2472E-01  5.8301E-01  0.0000E+00
  3.2788E-01  2.5470E-01  6.0438E-01  1.7988E-02  2.8727E-04  0.0000E+00  2.1894E-01  5.7132E-01  0.0000E+00
  2.9802E-01  2.4654E-01  5.9006E-01  1.7494E-02  5.6511E-04  0.0000E+00  2.1236E-01  5.5781E-01  0.0000E+00
  2.7498E-01  2.3971E-01  5.7786E-01  1.7062E-02  7.6663E-04  0.0000E+00  2.0683E-01  5.4631E-01  0.0000E+00
  2.5497E-01  2.3334E-01  5.6631E-01  1.6646E-02  9.3135E-04  0.0000E+00  2.0166E-01  5.3544E-01  0.0000E+00
  2.3574E-01  2.2675E-01  5.5422E-01  1.6203E-02  1.0797E-03  0.0000E+00  1.9631E-01  5.2407E-01  0.0000E+00
  2.2054E-01  2.2118E-01  5.4385E-01  1.5821E-02  1.1892E-03  0.0000E+00  1.9178E-01  5.1433E-01  0.0000E+00
  2.0706E-01  2.1594E-01  5.3398E-01  1.5455E-02  1.2798E-03  0.0000E+00  1.8750E-01  5.0506E-01  0.0000E+00
  1.9714E-01  2.1187E-01  5.2625E-01  1.5167E-02  1.3423E-03  0.0000E+00  1.8417E-01  4.9781E-01  0.0000E+00
  1.7682E-01  2.0293E-01  5.0901E-01  1.4523E-02  1.4576E-03  0.0000E+00  1.7684E-01  4.8163E-01  0.0000E+00
  1.7682E-01  2.0293E-01  5.0901E-01  1.4523E-02  1.4576E-03  2.9676E-11  1.7684E-01  4.8163E-01  0.0000E+00
  1.6279E-01  1.9649E-01  4.9641E-01  1.4053E-02  1.5227E-03  1.4598E-04  1.7154E-01  4.6980E-01  0.0000E+00
  1.4774E-01  1.8896E-01  4.8147E-01  1.3496E-02  1.5814E-03  2.9217E-04  1.6534E-01  4.5579E-01  0.0000E+00
  1.3405E-01  1.8146E-01  4.6633E-01  1.2933E-02  1.6229E-03  4.1789E-04  1.5912E-01  4.4159E-01  0.0000E+00
  1.2310E-01  1.7491E-01  4.5295E-01  1.2440E-02  1.6464E-03  5.1232E-04  1.5369E-01  4.2903E-01  0.0000E+00
  1.1329E-01  1.6856E-01  4.3978E-01  1.1958E-02  1.6589E-03  5.9153E-04  1.4839E-01  4.1668E-01  0.0000E+00
  1.0597E-01  1.6348E-01  4.2912E-01  1.1571E-02  1.6622E-03  6.4670E-04  1.4415E-01  4.0668E-01  0.0000E+00
  9.7960E-02  1.5753E-01  4.1650E-01  1.1117E-02  1.6590E-03  7.0251E-04  1.3916E-01  3.9484E-01  0.0000E+00
  9.1581E-02  1.5246E-01  4.0562E-01  1.0729E-02  1.6506E-03  7.4307E-04  1.3490E-01  3.8463E-01  0.0000E+00
  8.6244E-02  1.4796E-01  3.9588E-01  1.0385E-02  1.6392E-03  7.7395E-04  1.3111E-01  3.7548E-01  0.0000E+00
  8.0096E-02  1.4246E-01  3.8383E-01  9.9636E-03  1.6203E-03  8.0558E-04  1.2646E-01  3.6416E-01  0.0000E+00
  7.4879E-02  1.3749E-01  3.7281E-01  9.5832E-03  1.5989E-03  8.2860E-04  1.2224E-01  3.5381E-01  0.0000E+00
  7.0424E-02  1.3299E-01  3.6276E-01  9.2400E-03  1.5763E-03  8.4510E-04  1.1843E-01  3.4437E-01  0.0000E+00
  6.6345E-02  1.2865E-01  3.5297E-01  8.9094E-03  1.5517E-03  8.5732E-04  1.1473E-01  3.3517E-01  0.0000E+00
  6.2675E-02  1.2456E-01  3.4364E-01  8.5976E-03  1.5260E-03  8.6567E-04  1.1123E-01  3.2639E-01  0.0000E+00
  5.9465E-02  1.2080E-01  3.3502E-01  8.3128E-03  1.5006E-03  8.7068E-04  1.0802E-01  3.1828E-01  0.0000E+00
  5.6651E-02  1.1738E-01  3.2708E-01  8.0533E-03  1.4758E-03  8.7316E-04  1.0509E-01  3.1081E-01  0.0000E+00
  5.4010E-02  1.1404E-01  3.1929E-01  7.8010E-03  1.4503E-03  8.7369E-04  1.0222E-01  3.0348E-01  0.0000E+00
  5.1581E-02  1.1085E-01  3.1181E-01  7.5608E-03  1.4247E-03  8.7252E-04  9.9473E-02  2.9643E-01  0.0000E+00
  4.9411E-02  1.0791E-01  3.0484E-01  7.3396E-03  1.4001E-03  8.7003E-04  9.6935E-02  2.8987E-01  0.0000E+00
  4.7474E-02  1.0520E-01  2.9839E-01  7.1365E-03  1.3766E-03  8.6656E-04  9.4595E-02  2.8380E-01  0.0000E+00
  4.5625E-02  1.0254E-01  2.9202E-01  6.9375E-03  1.3528E-03  8.6208E-04  9.2293E-02  2.7779E-01  0.0000E+00
  4.3897E-02  9.9984E-02  2.8586E-01  6.7468E-03  1.3292E-03  8.5680E-04  9.0077E-02  2.7198E-01  0.0000E+00
  4.2331E-02  9.7607E-02  2.8009E-01  6.5699E-03  1.3067E-03  8.5105E-04  8.8013E-02  2.6655E-01  0.0000E+00
  4.0914E-02  9.5405E-02  2.7473E-01  6.4065E-03  1.2853E-03  8.4501E-04  8.6099E-02  2.6148E-01  0.0000E+00
  3.9546E-02  9.3230E-02  2.6940E-01  6.2456E-03  1.2638E-03  8.3838E-04  8.4206E-02  2.5646E-01  0.0000E+00
  3.8251E-02  9.1128E-02  2.6422E-01  6.0903E-03  1.2426E-03  8.3136E-04  8.2373E-02  2.5157E-01  0.0000E+00
  3.7064E-02  8.9163E-02  2.5936E-01  5.9456E-03  1.2224E-03  8.2426E-04  8.0659E-02  2.4698E-01  0.0000E+00
  3.5981E-02  8.7335E-02  2.5481E-01  5.8113E-03  1.2033E-03  8.1719E-04  7.9061E-02  2.4269E-01  0.0000E+00
  3.4924E-02  8.5520E-02  2.5028E-01  5.6783E-03  1.1841E-03  8.0973E-04  7.7473E-02  2.3841E-01  0.0000E+00
  3.3915E-02  8.3758E-02  2.4586E-01  5.5494E-03  1.1651E-03  8.0209E-04  7.5930E-02  2.3424E-01  0.0000E+00
  3.2983E-02  8.2104E-02  2.4170E-01  5.4288E-03  1.1471E-03  7.9456E-04  7.4480E-02  2.3030E-01  0.0000E+00
  3.2126E-02  8.0559E-02  2.3779E-01  5.3163E-03  1.1301E-03  7.8720E-04  7.3124E-02  2.2661E-01  0.0000E+00
  3.1284E-02  7.9020E-02  2.3388E-01  5.2046E-03  1.1129E-03  7.7957E-04  7.1771E-02  2.2292E-01  0.0000E+00
  3.8121E-01  2.6912E-01  6.5057E-01  1.6884E-02  0.0000E+00  0.0000E+00  2.3533E-01  6.1683E-01  0.0000E+00
  3.3728E-01  2.5823E-01  6.3118E-01  1.6367E-02  0.0000E+00  0.0000E+00  2.2632E-01  5.9841E-01  0.0000E+00
  3.0776E-01  2.5018E-01  6.1653E-01  1.5954E-02  0.0000E+00  0.0000E+00  2.1963E-01  5.8454E-01  0.0000E+00
  2.6719E-01  2.3792E-01  5.9377E-01  1.5282E-02  0.0000E+00  0.0000E+00  2.0944E-01  5.6301E-01  0.0000E+00
  2.6719E-01  2.3792E-01  5.9377E-01  1.5282E-02  6.2612E-10  0.0000E+00  2.0944E-01  5.6301E-01  0.0000E+00
  2.4487E-01  2.3077E-01  5.8021E-01  1.4869E-02  1.9960E-04  0.0000E+00  2.0347E-01  5.5021E-01  0.0000E+00
  2.2167E-01  2.2267E-01  5.6462E-01  1.4385E-02  3.9166E-04  0.0000E+00  1.9670E-01  5.3550E-01  0.0000E+00
  2.0390E-01  2.1592E-01  5.5143E-01  1.3970E-02  5.3029E-04  0.0000E+00  1.9105E-01  5.2307E-01  0.0000E+00
  1.8857E-01  2.0965E-01  5.3902E-01  1.3576E-02  6.4310E-04  0.0000E+00  1.8578E-01  5.1138E-01  0.0000E+00
  1.7392E-01  2.0320E-01  5.2610E-01  1.3164E-02  7.4420E-04  0.0000E+00  1.8035E-01  4.9920E-01  0.0000E+00
  1.6240E-01  1.9777E-01  5.1507E-01  1.2812E-02  8.1853E-04  0.0000E+00  1.7577E-01  4.8882E-01  0.0000E+00
  1.5223E-01  1.9267E-01  5.0462E-01  1.2477E-02  8.7980E-04  0.0000E+00  1.7146E-01  4.7898E-01  0.0000E+00
  1.4477E-01  1.8873E-01  4.9647E-01  1.2217E-02  9.2183E-04  0.0000E+00  1.6812E-01  4.7131E-01  0.0000E+00
  1.2957E-01  1.8009E-01  4.7838E-01  1.1640E-02  9.9897E-04  0.0000E+00  1.6079E-01  4.5428E-01  0.0000E+00
  1.2957E-01  1.8009E-01  4.7838E-01  1.1640E-02  9.9897E-04  2.0508E-11  1.6079E-01  4.5428E-01  0.0000E+00
  1.1914E-01  1.7391E-01  4.6524E-01  1.1222E-02  1.0421E-03  1.0080E-04  1.5553E-01  4.4191E-01  0.0000E+00
  1.0800E-01  1.6671E-01  4.4975E-01  1.0733E-02  1.0806E-03  2.0155E-04  1.4938E-01  4.2732E-01  0.0000E+00
  9.7914E-02  1.5957E-01  4.3413E-01  1.0245E-02  1.1073E-03  2.8800E-04  1.4326E-01  4.1262E-01  0.0000E+00
  8.9878E-02  1.5337E-01  4.2041E-01  9.8190E-03  1.1219E-03  3.5280E-04  1.3794E-01  3.9970E-01  0.0000E+00
  8.2693E-02  1.4737E-01  4.0698E-01  9.4064E-03  1.1291E-03  4.0704E-04  1.3277E-01  3.8704E-01  0.0000E+00
  7.7344E-02  1.4259E-01  3.9614E-01  9.0769E-03  1.1303E-03  4.4474E-04  1.2864E-01  3.7684E-01  0.0000E+00
  7.1505E-02  1.3702E-01  3.8338E-01  8.6927E-03  1.1269E-03  4.8278E-04  1.2382E-01  3.6481E-01  0.0000E+00
  6.6859E-02  1.3228E-01  3.7242E-01  8.3664E-03  1.1202E-03  5.1035E-04  1.1971E-01  3.5447E-01  0.0000E+00
  6.2976E-02  1.2810E-01  3.6264E-01  8.0782E-03  1.1115E-03  5.3128E-04  1.1606E-01  3.4525E-01  0.0000E+00
  5.8505E-02  1.2299E-01  3.5059E-01  7.7271E-03  1.0977E-03  5.5262E-04  1.1161E-01  3.3389E-01  0.0000E+00
  5.4711E-02  1.1839E-01  3.3963E-01  7.4115E-03  1.0822E-03  5.6806E-04  1.0759E-01  3.2354E-01  0.0000E+00
  5.1472E-02  1.1425E-01  3.2966E-01  7.1280E-03  1.0661E-03  5.7903E-04  1.0396E-01  3.1413E-01  0.0000E+00
  4.8505E-02  1.1027E-01  3.1999E-01  6.8560E-03  1.0486E-03  5.8706E-04  1.0046E-01  3.0499E-01  0.0000E+00
  4.5834E-02  1.0651E-01  3.1079E-01  6.6003E-03  1.0305E-03  5.9243E-04  9.7159E-02  2.9631E-01  0.0000E+00
  4.3496E-02  1.0309E-01  3.0234E-01  6.3676E-03  1.0126E-03  5.9554E-04  9.4137E-02  2.8831E-01  0.0000E+00
  4.1445E-02  9.9964E-02  2.9457E-01  6.1562E-03  9.9521E-04  5.9691E-04  9.1380E-02  2.8098E-01  0.0000E+00
  3.9518E-02  9.6928E-02  2.8697E-01  5.9513E-03  9.7736E-04  5.9695E-04  8.8695E-02  2.7379E-01  0.0000E+00
  3.7744E-02  9.4039E-02  2.7969E-01  5.7568E-03  9.5951E-04  5.9582E-04  8.6135E-02  2.6690E-01  0.0000E+00
  3.6158E-02  9.1377E-02  2.7293E-01  5.5781E-03  9.4236E-04  5.9380E-04  8.3772E-02  2.6050E-01  0.0000E+00
  3.4741E-02  8.8931E-02  2.6669E-01  5.4144E-03  9.2602E-04  5.9112E-04  8.1599E-02  2.5459E-01  0.0000E+00
  3.3387E-02  8.6535E-02  2.6053E-01  5.2545E-03  9.0946E-04  5.8776E-04  7.9466E-02  2.4877E-01  0.0000E+00
  3.2120E-02  8.4236E-02  2.5459E-01  5.1015E-03  8.9310E-04  5.8384E-04  7.7417E-02  2.4314E-01  0.0000E+00
  3.0971E-02  8.2103E-02  2.4905E-01  4.9599E-03  8.7749E-04  5.7962E-04  7.5514E-02  2.3790E-01  0.0000E+00
  2.9930E-02  8.0132E-02  2.4391E-01  4.8294E-03  8.6272E-04  5.7522E-04  7.3752E-02  2.3302E-01  0.0000E+00
  2.8924E-02  7.8188E-02  2.3881E-01  4.7010E-03  8.4782E-04  5.7041E-04  7.2013E-02  2.2819E-01  0.0000E+00
  2.7971E-02  7.6312E-02  2.3386E-01  4.5775E-03  8.3314E-04  5.6534E-04  7.0334E-02  2.2350E-01  0.0000E+00
  2.7098E-02  7.4562E-02  2.2923E-01  4.4625E-03  8.1919E-04  5.6023E-04  6.8765E-02  2.1910E-01  0.0000E+00
  2.6299E-02  7.2936E-02  2.2490E-01  4.3560E-03  8.0599E-04  5.5515E-04  6.7306E-02  2.1500E-01  0.0000E+00
  2.5520E-02  7.1325E-02  2.2060E-01  4.2507E-03  7.9271E-04  5.4981E-04  6.5858E-02  2.1092E-01  0.0000E+00
  2.4775E-02  6.9763E-02  2.1641E-01  4.1488E-03  7.7963E-04  5.4435E-04  6.4454E-02  2.0694E-01  0.0000E+00
  2.4088E-02  6.8299E-02  2.1246E-01  4.0536E-03  7.6719E-04  5.3897E-04  6.3137E-02  2.0320E-01  0.0000E+00
  2.3454E-02  6.6934E-02  2.0877E-01  3.9650E-03  7.5544E-04  5.3372E-04  6.1907E-02  1.9970E-01  0.0000E+00
  2.2831E-02  6.5575E-02  2.0508E-01  3.8770E-03  7.4361E-04  5.2829E-04  6.0682E-02  1.9620E-01  0.0000E+00
  2.8651E-01  2.4509E-01  6.2760E-01  1.4230E-02  0.0000E+00  0.0000E+00  2.1937E-01  5.9640E-01  0.0000E+00
  2.5194E-01  2.3424E-01  6.0641E-01  1.3689E-02  0.0000E+00  0.0000E+00  2.1010E-01  5.7634E-01  0.0000E+00
  2.2893E-01  2.2627E-01  5.9054E-01  1.3271E-02  0.0000E+00  0.0000E+00  2.0327E-01  5.6133E-01  0.0000E+00
  1.9762E-01  2.1421E-01  5.6607E-01  1.2613E-02  0.0000E+00  0.0000E+00  1.9292E-01  5.3821E-01  0.0000E+00
  1.9762E-01  2.1421E-01  5.6607E-01  1.2613E-02  4.3111E-10  0.0000E+00  1.9292E-01  5.3821E-01  0.0000E+00
  1.8058E-01  2.0721E-01  5.5162E-01  1.2218E-02  1.3723E-04  0.0000E+00  1.8689E-01  5.2456E-01  0.0000E+00
  1.6299E-01  1.9933E-01  5.3510E-01  1.1762E-02  2.6881E-04  0.0000E+00  1.8009E-01  5.0896E-01  0.0000E+00
  1.4960E-01  1.9279E-01  5.2120E-01  1.1378E-02  3.6344E-04  0.0000E+00  1.7443E-01  4.9585E-01 -5.5511E-17
  1.3811E-01  1.8673E-01  5.0818E-01  1.1017E-02  4.4022E-04  0.0000E+00  1.6918E-01  4.8356E-01  0.0000E+00
  1.2718E-01  1.8053E-01  4.9469E-01  1.0644E-02  5.0882E-04  0.0000E+00  1.6380E-01  4.7083E-01  0.0000E+00
  1.1862E-01  1.7532E-01  4.8324E-01  1.0327E-02  5.5912E-04  0.0000E+00  1.5927E-01  4.6003E-01  0.0000E+00
  1.1110E-01  1.7045E-01  4.7242E-01  1.0029E-02  6.0046E-04  0.0000E+00  1.5502E-01  4.4982E-01  0.0000E+00
  1.0560E-01  1.6670E-01  4.6401E-01  9.7986E-03  6.2876E-04  0.0000E+00  1.5174E-01  4.4188E-01  0.0000E+00
  9.4425E-02  1.5850E-01  4.4544E-01  9.2918E-03  6.8049E-04  0.0000E+00  1.4456E-01  4.2435E-01  0.0000E+00
  9.4425E-02  1.5850E-01  4.4544E-01  9.2918E-03  6.8049E-04  1.4142E-11  1.4456E-01  4.2435E-01  0.0000E+00
  8.6796E-02  1.5265E-01  4.3201E-01  8.9286E-03  7.0928E-04  6.9489E-05  1.3943E-01  4.1167E-01  0.0000E+00
  7.8677E-02  1.4588E-01  4.1627E-01  8.5064E-03  7.3475E-04  1.3887E-04  1.3347E-01  3.9680E-01  0.0000E+00
  7.1340E-02  1.3918E-01  4.0048E-01  8.0876E-03  7.5223E-04  1.9835E-04  1.2756E-01  3.8189E-01  0.0000E+00
  6.5510E-02  1.3339E-01  3.8668E-01  7.7255E-03  7.6160E-04  2.4289E-04  1.2243E-01  3.6884E-01  0.0000E+00
  6.0306E-02  1.2781E-01  3.7322E-01  7.3767E-03  7.6595E-04  2.8013E-04  1.1749E-01  3.5613E-01  0.0000E+00
