 # Tue Oct 27 14:26:24 2009
 # MSTW 2008 LO PDF grid for central fit.
 # distance(t),tolerance(T) =   0.  0.
 # mCharm = 1.43
 # mBottom = 4.30
 # alphaS(1GeV) = 0.40768
 # alphaS(MZ) = 0.11517
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  9.3202E-02  1.4660E-01  3.8522E-01  1.0942E-02  1.8965E-03  1.1483E-03  1.2868E-01  3.6388E-01 -9.1392E-09
  8.8023E-02  1.4213E-01  3.7578E-01  1.0566E-02  1.8720E-03  1.1617E-03  1.2497E-01  3.5509E-01 -1.0213E-08
  8.3475E-02  1.3802E-01  3.6703E-01  1.0223E-02  1.8470E-03  1.1705E-03  1.2155E-01  3.4694E-01 -1.1300E-08
  7.9473E-02  1.3427E-01  3.5894E-01  9.9105E-03  1.8220E-03  1.1756E-03  1.1842E-01  3.3940E-01 -1.2389E-08
  7.5707E-02  1.3061E-01  3.5097E-01  9.6068E-03  1.7959E-03  1.1781E-03  1.1535E-01  3.3197E-01 -1.3545E-08
  7.2233E-02  1.2710E-01  3.4329E-01  9.3177E-03  1.7692E-03  1.1782E-03  1.1241E-01  3.2480E-01 -1.4743E-08
  6.9125E-02  1.2387E-01  3.3612E-01  9.0515E-03  1.7432E-03  1.1764E-03  1.0969E-01  3.1811E-01 -1.5936E-08
  6.6347E-02  1.2088E-01  3.2946E-01  8.8069E-03  1.7180E-03  1.1731E-03  1.0717E-01  3.1189E-01 -1.7116E-08
  6.3693E-02  1.1794E-01  3.2286E-01  8.5673E-03  1.6923E-03  1.1684E-03  1.0468E-01  3.0572E-01 -1.8361E-08
  6.1210E-02  1.1512E-01  3.1646E-01  8.3375E-03  1.6666E-03  1.1625E-03  1.0229E-01  2.9974E-01 -1.9643E-08
  5.8960E-02  1.1249E-01  3.1046E-01  8.1244E-03  1.6418E-03  1.1559E-03  1.0006E-01  2.9414E-01 -2.0914E-08
  5.6923E-02  1.1005E-01  3.0487E-01  7.9275E-03  1.6181E-03  1.1487E-03  9.7982E-02  2.8890E-01 -2.2164E-08
  5.4956E-02  1.0764E-01  2.9930E-01  7.7333E-03  1.5941E-03  1.1408E-03  9.5926E-02  2.8369E-01 -2.3470E-08
  5.3095E-02  1.0530E-01  2.9388E-01  7.5461E-03  1.5703E-03  1.1322E-03  9.3934E-02  2.7861E-01 -2.4805E-08
  5.1391E-02  1.0312E-01  2.8878E-01  7.3714E-03  1.5475E-03  1.1235E-03  9.2066E-02  2.7383E-01 -2.6125E-08
  4.9836E-02  1.0109E-01  2.8400E-01  7.2092E-03  1.5258E-03  1.1147E-03  9.0324E-02  2.6936E-01 -2.7421E-08
  4.8320E-02  9.9066E-02  2.7923E-01  7.0485E-03  1.5039E-03  1.1054E-03  8.8590E-02  2.6488E-01 -2.8773E-08
  4.6874E-02  9.7102E-02  2.7456E-01  6.8928E-03  1.4822E-03  1.0958E-03  8.6903E-02  2.6051E-01 -3.0153E-08
  4.5540E-02  9.5256E-02  2.7016E-01  6.7469E-03  1.4614E-03  1.0863E-03  8.5315E-02  2.5638E-01 -3.1511E-08
  4.4312E-02  9.3530E-02  2.6603E-01  6.6109E-03  1.4417E-03  1.0770E-03  8.3828E-02  2.5250E-01 -3.2838E-08
  4.3109E-02  9.1810E-02  2.6188E-01  6.4756E-03  1.4218E-03  1.0673E-03  8.2344E-02  2.4862E-01 -3.4217E-08
  4.2338E-01  2.9208E-01  6.4769E-01  2.1468E-02  0.0000E+00  0.0000E+00  2.4571E-01  6.0819E-01  0.0000E+00
  3.8497E-01  2.8323E-01  6.3553E-01  2.0883E-02 -3.0130E-12 -3.0130E-12  2.3909E-01  5.9691E-01 -6.0261E-12
  3.5816E-01  2.7625E-01  6.2569E-01  2.0387E-02 -9.0642E-12 -9.0642E-12  2.3385E-01  5.8782E-01 -1.8128E-11
  3.1984E-01  2.6491E-01  6.0925E-01  1.9534E-02 -2.4357E-11 -2.4357E-11  2.2531E-01  5.7265E-01 -4.8715E-11
  3.1984E-01  2.6491E-01  6.0925E-01  1.9534E-02  6.5898E-10 -2.4357E-11  2.2531E-01  5.7265E-01 -4.8715E-11
  2.9789E-01  2.5794E-01  5.9884E-01  1.8986E-02  2.1994E-04 -3.8847E-11  2.2002E-01  5.6306E-01 -7.7695E-11
  2.7443E-01  2.4978E-01  5.8635E-01  1.8331E-02  4.3604E-04 -6.7082E-11  2.1380E-01  5.5156E-01 -1.3417E-10
  2.5596E-01  2.4279E-01  5.7539E-01  1.7760E-02  5.9461E-04 -1.0202E-10  2.0844E-01  5.4147E-01 -2.0403E-10
  2.3964E-01  2.3616E-01  5.6474E-01  1.7212E-02  7.2517E-04 -1.4533E-10  2.0333E-01  5.3166E-01 -2.9066E-10
  2.2369E-01  2.2922E-01  5.5335E-01  1.6636E-02  8.4331E-04 -1.9992E-10  1.9794E-01  5.2117E-01 -3.9984E-10
  2.1088E-01  2.2329E-01  5.4342E-01  1.6142E-02  9.3089E-04 -2.5396E-10  1.9330E-01  5.1201E-01 -5.0791E-10
  1.9937E-01  2.1767E-01  5.3382E-01  1.5674E-02  1.0036E-03 -3.1524E-10  1.8889E-01  5.0316E-01 -6.3048E-10
  1.9080E-01  2.1330E-01  5.2622E-01  1.5311E-02  1.0538E-03 -3.7131E-10  1.8543E-01  4.9615E-01 -7.4261E-10
  1.7294E-01  2.0364E-01  5.0906E-01  1.4510E-02  1.1471E-03 -5.2374E-10  1.7775E-01  4.8029E-01 -1.0475E-09
  1.7294E-01  2.0364E-01  5.0906E-01  1.4510E-02  1.1471E-03 -4.9716E-10  1.7775E-01  4.8029E-01 -1.0475E-09
  1.6038E-01  1.9670E-01  4.9638E-01  1.3939E-02  1.2005E-03  1.3087E-04  1.7218E-01  4.6856E-01 -1.3171E-09
  1.4668E-01  1.8863E-01  4.8129E-01  1.3280E-02  1.2500E-03  2.6224E-04  1.6566E-01  4.5459E-01 -1.7076E-09
  1.3400E-01  1.8065E-01  4.6596E-01  1.2635E-02  1.2868E-03  3.7562E-04  1.5914E-01  4.4036E-01 -2.1938E-09
  1.2370E-01  1.7374E-01  4.5239E-01  1.2081E-02  1.3097E-03  4.6117E-04  1.5347E-01  4.2776E-01 -2.7057E-09
  1.1434E-01  1.6708E-01  4.3903E-01  1.1553E-02  1.3243E-03  5.3334E-04  1.4796E-01  4.1534E-01 -3.3064E-09
  1.0728E-01  1.6178E-01  4.2821E-01  1.1135E-02  1.3310E-03  5.8392E-04  1.4355E-01  4.0526E-01 -3.8662E-09
  9.9469E-02  1.5561E-01  4.1540E-01  1.0653E-02  1.3335E-03  6.3546E-04  1.3839E-01  3.9332E-01 -4.6175E-09
  9.3184E-02  1.5037E-01  4.0435E-01  1.0247E-02  1.3314E-03  6.7324E-04  1.3399E-01  3.8302E-01 -5.3605E-09
  8.7882E-02  1.4575E-01  3.9446E-01  9.8906E-03  1.3264E-03  7.0226E-04  1.3009E-01  3.7379E-01 -6.1050E-09
  8.1723E-02  1.4011E-01  3.8222E-01  9.4589E-03  1.3163E-03  7.3228E-04  1.2531E-01  3.6236E-01 -7.1314E-09
  7.6454E-02  1.3502E-01  3.7104E-01  9.0724E-03  1.3037E-03  7.5441E-04  1.2098E-01  3.5190E-01 -8.1920E-09
  7.1924E-02  1.3044E-01  3.6083E-01  8.7263E-03  1.2894E-03  7.7052E-04  1.1707E-01  3.4235E-01 -9.2728E-09
  6.7751E-02  1.2603E-01  3.5088E-01  8.3950E-03  1.2733E-03  7.8267E-04  1.1329E-01  3.3304E-01 -1.0436E-08
  6.3977E-02  1.2188E-01  3.4140E-01  8.0841E-03  1.2559E-03  7.9121E-04  1.0972E-01  3.2415E-01 -1.1650E-08
  6.0662E-02  1.1807E-01  3.3264E-01  7.8017E-03  1.2383E-03  7.9661E-04  1.0644E-01  3.1594E-01 -1.2877E-08
  5.7745E-02  1.1461E-01  3.2458E-01  7.5454E-03  1.2208E-03  7.9958E-04  1.0345E-01  3.0838E-01 -1.4105E-08
  5.5000E-02  1.1124E-01  3.1666E-01  7.2971E-03  1.2025E-03  8.0073E-04  1.0053E-01  3.0095E-01 -1.5409E-08
  5.2467E-02  1.0802E-01  3.0905E-01  7.0615E-03  1.1839E-03  8.0025E-04  9.7738E-02  2.9381E-01 -1.6757E-08
  5.0200E-02  1.0506E-01  3.0198E-01  6.8453E-03  1.1658E-03  7.9849E-04  9.5159E-02  2.8717E-01 -1.8097E-08
  4.8172E-02  1.0233E-01  2.9543E-01  6.6473E-03  1.1484E-03  7.9575E-04  9.2783E-02  2.8101E-01 -1.9423E-08
  4.6235E-02  9.9662E-02  2.8896E-01  6.4538E-03  1.1305E-03  7.9207E-04  9.0448E-02  2.7492E-01 -2.0819E-08
  4.4421E-02  9.7096E-02  2.8270E-01  6.2688E-03  1.1127E-03  7.8760E-04  8.8202E-02  2.6904E-01 -2.2256E-08
  4.2777E-02  9.4713E-02  2.7685E-01  6.0977E-03  1.0956E-03  7.8265E-04  8.6113E-02  2.6354E-01 -2.3679E-08
  4.1288E-02  9.2507E-02  2.7141E-01  5.9399E-03  1.0793E-03  7.7739E-04  8.4177E-02  2.5841E-01 -2.5077E-08
  3.9850E-02  9.0332E-02  2.6600E-01  5.7847E-03  1.0627E-03  7.7157E-04  8.2264E-02  2.5332E-01 -2.6538E-08
  3.8489E-02  8.8231E-02  2.6076E-01  5.6354E-03  1.0463E-03  7.6536E-04  8.0414E-02  2.4838E-01 -2.8029E-08
  3.7241E-02  8.6268E-02  2.5583E-01  5.4964E-03  1.0306E-03  7.5904E-04  7.8683E-02  2.4373E-01 -2.9501E-08
  3.6102E-02  8.4444E-02  2.5122E-01  5.3676E-03  1.0157E-03  7.5272E-04  7.7072E-02  2.3939E-01 -3.0947E-08
  3.4992E-02  8.2635E-02  2.4663E-01  5.2403E-03  1.0007E-03  7.4604E-04  7.5473E-02  2.3506E-01 -3.2455E-08
  3.3933E-02  8.0880E-02  2.4216E-01  5.1171E-03  9.8576E-04  7.3916E-04  7.3920E-02  2.3084E-01 -3.3992E-08
  3.2954E-02  7.9234E-02  2.3795E-01  5.0020E-03  9.7153E-04  7.3237E-04  7.2461E-02  2.2687E-01 -3.5503E-08
  3.2055E-02  7.7698E-02  2.3399E-01  4.8948E-03  9.5804E-04  7.2573E-04  7.1098E-02  2.2314E-01 -3.6979E-08
  3.1172E-02  7.6168E-02  2.3004E-01  4.7884E-03  9.4442E-04  7.1884E-04  6.9740E-02  2.1941E-01 -3.8511E-08
  3.1634E-01  2.7038E-01  6.3412E-01  1.8339E-02  0.0000E+00  0.0000E+00  2.3368E-01  5.9746E-01  0.0000E+00
  2.8637E-01  2.6116E-01  6.1981E-01  1.7713E-02 -4.0834E-12 -4.0834E-12  2.2645E-01  5.8420E-01 -8.1669E-12
  2.6561E-01  2.5394E-01  6.0836E-01  1.7200E-02 -1.1994E-11 -1.1994E-11  2.2077E-01  5.7360E-01 -2.3987E-11
  2.3620E-01  2.4230E-01  5.8943E-01  1.6344E-02 -3.1220E-11 -3.1220E-11  2.1157E-01  5.5610E-01 -6.2440E-11
  2.3620E-01  2.4230E-01  5.8943E-01  1.6344E-02  4.3858E-10 -3.1220E-11  2.1157E-01  5.5610E-01 -6.2440E-11
  2.1950E-01  2.3519E-01  5.7758E-01  1.5809E-02  1.5100E-04 -4.8822E-11  2.0592E-01  5.4514E-01 -9.7644E-11
  2.0176E-01  2.2691E-01  5.6349E-01  1.5179E-02  2.9882E-04 -8.1985E-11  1.9931E-01  5.3212E-01 -1.6397E-10
  1.8786E-01  2.1986E-01  5.5123E-01  1.4637E-02  4.0685E-04 -1.2246E-10  1.9365E-01  5.2077E-01 -2.4492E-10
  1.7564E-01  2.1320E-01  5.3941E-01  1.4124E-02  4.9548E-04 -1.7236E-10  1.8827E-01  5.0984E-01 -3.4472E-10
  1.6375E-01  2.0627E-01  5.2686E-01  1.3590E-02  5.7537E-04 -2.3504E-10  1.8264E-01  4.9822E-01 -4.7009E-10
  1.5422E-01  2.0038E-01  5.1599E-01  1.3136E-02  6.3436E-04 -2.9703E-10  1.7783E-01  4.8814E-01 -5.9406E-10
  1.4568E-01  1.9482E-01  5.0555E-01  1.2710E-02  6.8316E-04 -3.6703E-10  1.7327E-01  4.7846E-01 -7.3406E-10
  1.3935E-01  1.9051E-01  4.9734E-01  1.2380E-02  7.1676E-04 -4.3100E-10  1.6972E-01  4.7084E-01 -8.6201E-10
  1.2618E-01  1.8104E-01  4.7892E-01  1.1662E-02  7.7886E-04 -6.0503E-10  1.6187E-01  4.5372E-01 -1.2101E-09
  1.2618E-01  1.8104E-01  4.7892E-01  1.1662E-02  7.7886E-04 -5.8667E-10  1.6187E-01  4.5372E-01 -1.2101E-09
  1.1695E-01  1.7428E-01  4.6543E-01  1.1154E-02  8.1421E-04  9.0328E-05  1.5622E-01  4.4118E-01 -1.5186E-09
  1.0691E-01  1.6647E-01  4.4951E-01  1.0574E-02  8.4673E-04  1.8080E-04  1.4966E-01  4.2634E-01 -1.9681E-09
  9.7642E-02  1.5879E-01  4.3347E-01  1.0010E-02  8.7071E-04  2.5870E-04  1.4315E-01  4.1137E-01 -2.5283E-09
  9.0129E-02  1.5218E-01  4.1937E-01  9.5304E-03  8.8540E-04  3.1735E-04  1.3751E-01  3.9821E-01 -3.1153E-09
  8.3310E-02  1.4585E-01  4.0559E-01  9.0759E-03  8.9460E-04  3.6673E-04  1.3208E-01  3.8532E-01 -3.8012E-09
  7.8167E-02  1.4083E-01  3.9448E-01  8.7193E-03  8.9861E-04  4.0126E-04  1.2776E-01  3.7493E-01 -4.4383E-09
  7.2487E-02  1.3502E-01  3.8142E-01  8.3100E-03  8.9974E-04  4.3637E-04  1.2273E-01  3.6269E-01 -5.2915E-09
  6.7917E-02  1.3011E-01  3.7022E-01  7.9675E-03  8.9784E-04  4.6204E-04  1.1846E-01  3.5219E-01 -6.1340E-09
  6.4062E-02  1.2579E-01  3.6024E-01  7.6683E-03  8.9404E-04  4.8169E-04  1.1469E-01  3.4281E-01 -6.9770E-09
  5.9584E-02  1.2054E-01  3.4795E-01  7.3076E-03  8.8677E-04  5.0194E-04  1.1010E-01  3.3127E-01 -8.1371E-09
  5.5751E-02  1.1583E-01  3.3677E-01  6.9865E-03  8.7780E-04  5.1678E-04  1.0597E-01  3.2077E-01 -9.3321E-09
  5.2455E-02  1.1160E-01  3.2662E-01  6.7003E-03  8.6782E-04  5.2750E-04  1.0224E-01  3.1122E-01 -1.0547E-08
  4.9417E-02  1.0754E-01  3.1677E-01  6.4275E-03  8.5655E-04  5.3549E-04  9.8661E-02  3.0195E-01 -1.1852E-08
  4.6667E-02  1.0373E-01  3.0742E-01  6.1727E-03  8.4448E-04  5.4101E-04  9.5285E-02  2.9313E-01 -1.3212E-08
  4.4249E-02  1.0026E-01  2.9881E-01  5.9421E-03  8.3226E-04  5.4438E-04  9.2204E-02  2.8502E-01 -1.4588E-08
  4.2120E-02  9.7107E-02  2.9092E-01  5.7335E-03  8.2015E-04  5.4611E-04  8.9396E-02  2.7758E-01 -1.5965E-08
  4.0115E-02  9.4044E-02  2.8320E-01  5.5321E-03  8.0751E-04  5.4658E-04  8.6666E-02  2.7029E-01 -1.7425E-08
  3.8263E-02  9.1135E-02  2.7580E-01  5.3417E-03  7.9469E-04  5.4594E-04  8.4067E-02  2.6331E-01 -1.8934E-08
  3.6604E-02  8.8458E-02  2.6895E-01  5.1674E-03  7.8222E-04  5.4444E-04  8.1672E-02  2.5683E-01 -2.0434E-08
  3.5120E-02  8.6004E-02  2.6261E-01  5.0082E-03  7.7021E-04  5.4229E-04  7.9472E-02  2.5085E-01 -2.1915E-08
  3.3700E-02  8.3601E-02  2.5637E-01  4.8531E-03  7.5794E-04  5.3948E-04  7.7316E-02  2.4495E-01 -2.3474E-08
  3.2370E-02  8.1301E-02  2.5036E-01  4.7052E-03  7.4570E-04  5.3615E-04  7.5247E-02  2.3926E-01 -2.5076E-08
  3.1163E-02  7.9169E-02  2.4475E-01  4.5687E-03  7.3395E-04  5.3250E-04  7.3328E-02  2.3396E-01 -2.6663E-08
  3.0070E-02  7.7201E-02  2.3954E-01  4.4431E-03  7.2274E-04  5.2865E-04  7.1554E-02  2.2903E-01 -2.8219E-08
  2.9013E-02  7.5263E-02  2.3438E-01  4.3199E-03  7.1138E-04  5.2442E-04  6.9804E-02  2.2415E-01 -2.9843E-08
  2.8012E-02  7.3395E-02  2.2939E-01  4.2016E-03  7.0014E-04  5.1995E-04  6.8116E-02  2.1941E-01 -3.1500E-08
  2.7095E-02  7.1654E-02  2.2470E-01  4.0918E-03  6.8944E-04  5.1545E-04  6.6541E-02  2.1498E-01 -3.3136E-08
  2.6256E-02  7.0038E-02  2.2034E-01  3.9902E-03  6.7926E-04  5.1096E-04  6.5078E-02  2.1084E-01 -3.4740E-08
  2.5439E-02  6.8439E-02  2.1599E-01  3.8899E-03  6.6897E-04  5.0622E-04  6.3628E-02  2.0672E-01 -3.6412E-08
  2.4658E-02  6.6890E-02  2.1177E-01  3.7931E-03  6.5880E-04  5.0135E-04  6.2223E-02  2.0272E-01 -3.8115E-08
  2.3937E-02  6.5440E-02  2.0780E-01  3.7028E-03  6.4909E-04  4.9655E-04  6.0906E-02  1.9895E-01 -3.9788E-08
  2.3274E-02  6.4089E-02  2.0408E-01  3.6188E-03  6.3988E-04  4.9185E-04  5.9677E-02  1.9542E-01 -4.1421E-08
  2.2623E-02  6.2746E-02  2.0036E-01  3.5356E-03  6.3058E-04  4.8697E-04  5.8455E-02  1.9190E-01 -4.3115E-08
  2.3244E-01  2.4818E-01  6.1532E-01  1.5539E-02  0.0000E+00  0.0000E+00  2.1981E-01  5.8152E-01  0.0000E+00
  2.0976E-01  2.3881E-01  5.9913E-01  1.4911E-02 -4.4398E-12 -4.4398E-12  2.1215E-01  5.6651E-01 -8.8797E-12
  1.9417E-01  2.3151E-01  5.8627E-01  1.4408E-02 -1.3131E-11 -1.3131E-11  2.0615E-01  5.5458E-01 -2.6262E-11
  1.7223E-01  2.1980E-01  5.6523E-01  1.3587E-02 -3.4520E-11 -3.4520E-11  1.9650E-01  5.3507E-01 -6.9041E-11
  1.7223E-01  2.1980E-01  5.6523E-01  1.3587E-02  2.8543E-10 -3.4520E-11  1.9650E-01  5.3507E-01 -6.9041E-11
  1.5987E-01  2.1270E-01  5.5216E-01  1.3082E-02  1.0277E-04 -5.4335E-11  1.9062E-01  5.2295E-01 -1.0867E-10
  1.4680E-01  2.0447E-01  5.3674E-01  1.2494E-02  2.0316E-04 -9.2196E-11  1.8377E-01  5.0863E-01 -1.8439E-10
  1.3660E-01  1.9750E-01  5.2341E-01  1.1995E-02  2.7639E-04 -1.3874E-10  1.7794E-01  4.9625E-01 -2.7747E-10
  1.2766E-01  1.9094E-01  5.1065E-01  1.1527E-02  3.3635E-04 -1.9629E-10  1.7243E-01  4.8439E-01 -3.9257E-10
  1.1898E-01  1.8414E-01  4.9719E-01  1.1043E-02  3.9029E-04 -2.6869E-10  1.6669E-01  4.7187E-01 -5.3738E-10
  1.1204E-01  1.7839E-01  4.8560E-01  1.0635E-02  4.3005E-04 -3.4028E-10  1.6181E-01  4.6108E-01 -6.8057E-10
  1.0584E-01  1.7298E-01  4.7453E-01  1.0254E-02  4.6288E-04 -4.2135E-10  1.5721E-01  4.5076E-01 -8.4270E-10
  1.0124E-01  1.6880E-01  4.6586E-01  9.9614E-03  4.8546E-04 -4.9539E-10  1.5363E-01  4.4268E-01 -9.9079E-10
  9.1705E-02  1.5967E-01  4.4654E-01  9.3280E-03  5.2710E-04 -6.9617E-10  1.4579E-01  4.2464E-01 -1.3923E-09
  9.1705E-02  1.5967E-01  4.4654E-01  9.3280E-03  5.2710E-04 -6.8349E-10  1.4579E-01  4.2464E-01 -1.3923E-09
  8.5027E-02  1.5319E-01  4.3251E-01  8.8842E-03  5.5076E-04  6.2377E-05  1.4018E-01  4.1153E-01 -1.7461E-09
  7.7773E-02  1.4575E-01  4.1607E-01  8.3811E-03  5.7248E-04  1.2478E-04  1.3371E-01  3.9613E-01 -2.2573E-09
  7.1075E-02  1.3847E-01  3.9962E-01  7.8959E-03  5.8847E-04  1.7845E-04  1.2734E-01  3.8071E-01 -2.8916E-09
  6.5650E-02  1.3225E-01  3.8527E-01  7.4867E-03  5.9823E-04  2.1881E-04  1.2186E-01  3.6724E-01 -3.5557E-09
  6.0724E-02  1.2631E-01  3.7133E-01  7.1011E-03  6.0431E-04  2.5275E-04  1.1661E-01  3.5414E-01 -4.3309E-09
  5.7007E-02  1.2163E-01  3.6016E-01  6.8003E-03  6.0693E-04  2.7646E-04  1.1246E-01  3.4363E-01 -5.0506E-09
  5.2900E-02  1.1623E-01  3.4709E-01  6.4570E-03  6.0761E-04  3.0052E-04  1.0764E-01  3.3132E-01 -6.0146E-09
  4.9592E-02  1.1169E-01  3.3594E-01  6.1712E-03  6.0624E-04  3.1808E-04  1.0358E-01  3.2082E-01 -6.9667E-09
  4.6798E-02  1.0770E-01  3.2604E-01  5.9227E-03  6.0360E-04  3.3149E-04  1.0001E-01  3.1148E-01 -7.9188E-09
  4.3550E-02  1.0289E-01  3.1392E-01  5.6246E-03  5.9859E-04  3.4527E-04  9.5681E-02  3.0004E-01 -9.2268E-09
  4.0765E-02  9.8580E-02  3.0295E-01  5.3605E-03  5.9243E-04  3.5531E-04  9.1798E-02  2.8968E-01 -1.0572E-08
  3.8367E-02  9.4730E-02  2.9302E-01  5.1261E-03  5.8558E-04  3.6251E-04  8.8316E-02  2.8030E-01 -1.1937E-08
  3.6153E-02  9.1050E-02  2.8344E-01  4.9037E-03  5.7785E-04  3.6783E-04  8.4981E-02  2.7123E-01 -1.3401E-08
  3.4146E-02  8.7602E-02  2.7436E-01  4.6967E-03  5.6958E-04  3.7143E-04  8.1849E-02  2.6264E-01 -1.4925E-08
  3.2379E-02  8.4472E-02  2.6605E-01  4.5099E-03  5.6120E-04  3.7355E-04  7.9001E-02  2.5476E-01 -1.6463E-08
  3.0821E-02  8.1636E-02  2.5845E-01  4.3417E-03  5.5290E-04  3.7456E-04  7.6414E-02  2.4756E-01 -1.7999E-08
  2.9352E-02  7.8890E-02  2.5104E-01  4.1797E-03  5.4424E-04  3.7470E-04  7.3907E-02  2.4053E-01 -1.9627E-08
  2.7993E-02  7.6289E-02  2.4396E-01  4.0270E-03  5.3549E-04  3.7410E-04  7.1528E-02  2.3382E-01 -2.1306E-08
  2.6775E-02  7.3902E-02  2.3742E-01  3.8877E-03  5.2697E-04  3.7292E-04  6.9341E-02  2.2761E-01 -2.2973E-08
  2.5684E-02  7.1718E-02  2.3139E-01  3.7608E-03  5.1876E-04  3.7130E-04  6.7338E-02  2.2189E-01 -2.4617E-08
  2.4639E-02  6.9586E-02  2.2547E-01  3.6375E-03  5.1038E-04  3.6923E-04  6.5380E-02  2.1626E-01 -2.6348E-08
  2.3659E-02  6.7549E-02  2.1977E-01  3.5202E-03  5.0205E-04  3.6682E-04  6.3507E-02  2.1085E-01 -2.8125E-08
  2.2769E-02  6.5665E-02  2.1448E-01  3.4121E-03  4.9405E-04  3.6420E-04  6.1773E-02  2.0582E-01 -2.9883E-08
  2.1962E-02  6.3930E-02  2.0957E-01  3.3130E-03  4.8641E-04  3.6144E-04  6.0174E-02  2.0115E-01 -3.1606E-08
  2.1182E-02  6.2224E-02  2.0472E-01  3.2159E-03  4.7866E-04  3.5842E-04  5.8600E-02  1.9654E-01 -3.3402E-08
  2.0442E-02  6.0584E-02  2.0003E-01  3.1229E-03  4.7098E-04  3.5521E-04  5.7085E-02  1.9208E-01 -3.5234E-08
  1.9764E-02  5.9057E-02  1.9565E-01  3.0366E-03  4.6364E-04  3.5198E-04  5.5675E-02  1.8790E-01 -3.7039E-08
  1.9144E-02  5.7644E-02  1.9157E-01  2.9570E-03  4.5667E-04  3.4875E-04  5.4367E-02  1.8402E-01 -3.8809E-08
  1.8539E-02  5.6247E-02  1.8752E-01  2.8786E-03  4.4961E-04  3.4536E-04  5.3074E-02  1.8016E-01 -4.0652E-08
  1.7961E-02  5.4896E-02  1.8359E-01  2.8030E-03  4.4264E-04  3.4187E-04  5.1822E-02  1.7642E-01 -4.2527E-08
  1.7427E-02  5.3634E-02  1.7990E-01  2.7325E-03  4.3599E-04  3.3844E-04  5.0652E-02  1.7290E-01 -4.4369E-08
  1.6936E-02  5.2459E-02  1.7645E-01  2.6672E-03  4.2968E-04  3.3509E-04  4.9562E-02  1.6961E-01 -4.6164E-08
  1.6454E-02  5.1293E-02  1.7301E-01  2.6025E-03  4.2330E-04  3.3162E-04  4.8479E-02  1.6634E-01 -4.8027E-08
  1.6786E-01  2.2595E-01  5.9187E-01  1.3056E-02  0.0000E+00  0.0000E+00  2.0457E-01  5.6104E-01 -5.5511E-17
  1.5124E-01  2.1662E-01  5.7411E-01  1.2452E-02 -5.0364E-12 -5.0364E-12  1.9663E-01  5.4452E-01 -1.0073E-11
  1.3989E-01  2.0937E-01  5.6009E-01  1.1977E-02 -1.4985E-11 -1.4985E-11  1.9045E-01  5.3148E-01 -2.9971E-11
  1.2401E-01  1.9782E-01  5.3731E-01  1.1213E-02 -3.9666E-11 -3.9666E-11  1.8057E-01  5.1029E-01 -7.9332E-11
  1.2401E-01  1.9782E-01  5.3731E-01  1.1213E-02  1.7611E-10 -3.9666E-11  1.8057E-01  5.1029E-01 -7.9332E-11
  1.1511E-01  1.9084E-01  5.2327E-01  1.0750E-02  6.9307E-05 -6.2675E-11  1.7457E-01  4.9722E-01 -1.2535E-10
  1.0572E-01  1.8279E-01  5.0681E-01  1.0216E-02  1.3701E-04 -1.0687E-10  1.6764E-01  4.8188E-01 -2.1374E-10
  9.8422E-02  1.7600E-01  4.9266E-01  9.7660E-03  1.8639E-04 -1.6099E-10  1.6175E-01  4.6869E-01 -3.2197E-10
  9.2035E-02  1.6964E-01  4.7920E-01  9.3468E-03  2.2682E-04 -2.2760E-10  1.5622E-01  4.5613E-01 -4.5520E-10
  8.5844E-02  1.6308E-01  4.6508E-01  8.9170E-03  2.6319E-04 -3.1097E-10  1.5050E-01  4.4293E-01 -6.2194E-10
  8.0903E-02  1.5755E-01  4.5298E-01  8.5572E-03  2.9001E-04 -3.9299E-10  1.4565E-01  4.3162E-01 -7.8598E-10
  7.6486E-02  1.5237E-01  4.4149E-01  8.2230E-03  3.1216E-04 -4.8526E-10  1.4109E-01  4.2086E-01 -9.7053E-10
  7.3211E-02  1.4838E-01  4.3253E-01  7.9675E-03  3.2740E-04 -5.6923E-10  1.3757E-01  4.1246E-01 -1.1385E-09
  6.6418E-02  1.3971E-01  4.1268E-01  7.4179E-03  3.5554E-04 -7.9667E-10  1.2988E-01  3.9385E-01 -1.5933E-09
  6.6418E-02  1.3971E-01  4.1268E-01  7.4179E-03  3.5554E-04 -7.8791E-10  1.2988E-01  3.9385E-01 -1.5933E-09
  6.1655E-02  1.3358E-01  3.9837E-01  7.0358E-03  3.7155E-04  4.3085E-05  1.2443E-01  3.8040E-01 -1.9949E-09
  5.6477E-02  1.2659E-01  3.8170E-01  6.6057E-03  3.8629E-04  8.6177E-05  1.1817E-01  3.6473E-01 -2.5780E-09
  5.1691E-02  1.1979E-01  3.6514E-01  6.1938E-03  3.9718E-04  1.2322E-04  1.1204E-01  3.4913E-01 -3.3012E-09
  4.7806E-02  1.1400E-01  3.5079E-01  5.8487E-03  4.0388E-04  1.5107E-04  1.0682E-01  3.3560E-01 -4.0544E-09
  4.4273E-02  1.0851E-01  3.3693E-01  5.5256E-03  4.0810E-04  1.7447E-04  1.0183E-01  3.2252E-01 -4.9297E-09
