,phs_col:phs_col_dp.State_phos_module_3.Matrix_t_phos_module_3.Matrix_t_phos_module_3_0,phs_col:phs_col_dp.State_phos_module_3.Matrix_t_phos_module_3.Matrix_t_phos_module_3_16,
2012/09/27 03:46:35.798,,-21.845562031432,
2012/09/27 04:00:51.209,-27.211767459858,,
2012/09/27 04:46:41.189,,-21.853224162001,
2012/09/27 05:00:09.460,-27.108226336246,,
2012/09/27 05:46:43.628,,-21.853181197417,
2012/09/27 06:00:12.992,-27.145626603972,,
2012/09/27 06:46:47.877,,-21.837246002539,
2012/09/27 07:00:13.961,-27.117066893786,,
2012/09/27 07:46:51.628,,-21.840751011283,
2012/09/27 08:01:16.664,-27.219210207146,,
2012/09/27 08:46:16.442,-27.118815419211,,
2012/09/27 08:46:59.098,,-21.840718325734,
2012/09/27 09:46:35.067,-27.19435630498,,
2012/09/27 09:46:59.458,,-21.833116624279,
2012/09/27 10:46:53.037,-27.153838409436,,
2012/09/27 10:47:18.521,,-21.844736566743,
2012/09/27 11:47:01.709,-27.172303653343,,
2012/09/27 11:47:26.100,,-21.832478669706,
2012/09/27 12:47:12.460,-27.12897220478,,
2012/09/27 12:47:26.678,,-21.832352024564,
2012/09/27 13:47:31.960,-27.19110129625,-21.824771919266,
2012/09/27 14:47:36.696,-27.174533659083,-21.824771919266,
2012/09/27 15:47:42.929,-27.211810719399,-21.832348389166,
2012/09/27 16:47:44.821,,-21.824728952896,
2012/09/27 16:47:46.899,-27.203526966581,,
2012/09/27 17:47:45.728,,-21.83237010259,
2012/09/27 17:47:47.806,-27.210894301899,,
2012/09/27 18:47:54.510,,-21.820744166143,
2012/09/27 18:47:56.588,-27.174576458925,,
2012/09/27 19:48:00.885,-27.22414978878,-21.820635364071,
2012/09/27 20:48:05.402,-27.211810719399,-21.824771919266,
2012/09/27 21:48:06.856,-27.224279566888,,
2012/09/27 21:48:22.059,,-21.823400229184,
2012/09/27 22:48:16.731,-27.198512326506,,
2012/09/27 22:48:22.856,,-21.832348389166,
2012/09/27 23:48:37.654,-27.186981025121,-21.819961550294,
2012/09/28 00:48:58.526,,-21.815803642123,
2012/09/28 00:49:09.792,-27.186978747238,,
2012/09/28 01:49:10.261,-27.200402970035,,
2012/09/28 01:49:16.386,,-21.810025215998,
2012/09/28 02:49:16.965,,-21.807473334081,
2012/09/28 02:49:28.231,-27.206023020474,,
2012/09/28 03:49:31.544,-27.19110129625,-21.807393653771,
2012/09/28 04:49:46.669,-27.187002655062,,
2012/09/28 04:50:02.966,,-21.814559832558,
2012/09/28 05:49:55.889,-27.223330634646,,
2012/09/28 05:50:11.201,,-21.799910466362,
2012/09/28 06:49:56.249,-27.181774078389,,
2012/09/28 06:50:20.639,,-21.807417851943,
2012/09/28 07:50:06.125,-27.194284054308,,
2012/09/28 07:50:21.437,,-21.799823608949,
2012/09/28 08:50:14.578,-27.162631349978,,
2012/09/28 08:50:29.891,,-21.807400955447,
2012/09/28 09:50:23.639,-27.186104340897,,
2012/09/28 09:50:38.841,,-21.815673360914,
2012/09/28 10:50:37.561,-27.170827663915,,
2012/09/28 10:50:47.733,,-21.807401417438,
2012/09/28 11:50:41.421,-27.21599584707,,
2012/09/28 11:51:33.264,,-21.815731571668,
2012/09/28 12:50:51.406,-27.203548596409,,
2012/09/28 12:51:48.499,,-21.807444382627,
2012/09/28 13:51:18.235,-27.215496584333,,
2012/09/28 13:51:53.891,,-21.807444382627,
2012/09/28 14:51:27.235,-27.166336327958,,
2012/09/28 14:51:59.829,,-21.815688144598,
2012/09/28 15:45:58.053,-27.268046343817,,
2012/09/28 15:52:04.783,,-21.815760215054,
2012/09/28 16:03:19.071,-27.166278340922,,
2012/09/28 16:52:19.580,,-21.813246642398,
2012/09/28 17:03:37.368,-27.150175697394,,
2012/09/28 17:52:28.581,,-21.808192655483,
2012/09/28 18:03:46.041,-27.249164721175,,
2012/09/28 18:51:19.239,-27.145611877008,,
2012/09/28 18:52:28.692,,-21.815681472728,
2012/09/28 19:45:46.447,-27.251351812293,,
2012/09/28 19:52:28.724,,-21.815716751765,
2012/09/28 20:45:56.432,-27.199428341663,,
2012/09/28 20:52:29.412,,-21.799867037656,
2012/09/28 21:46:14.183,-27.256409812618,,
2012/09/28 21:52:38.303,,-21.815673360914,
2012/09/28 21:54:57.098,-27.153841952732,,
2012/09/28 22:42:18.843,-27.256496327629,,
2012/09/28 22:51:01.540,-27.153867249664,,
2012/09/28 22:52:38.335,,-21.80821848131,
2012/09/28 23:43:25.484,-27.256409812618,,
2012/09/28 23:52:47.555,,-21.79986715135,
2012/09/29 00:43:32.734,-27.203051813881,,
2012/09/29 00:53:11.321,,-21.815673360914,
2012/09/29 01:43:36.266,-27.140527251265,,
2012/09/29 01:53:16.712,,-21.815760215054,
2012/09/29 02:36:12.023,-27.244114532642,,
2012/09/29 02:53:24.510,,-21.799847941345,
2012/09/29 02:54:53.212,-27.141833578255,,
2012/09/29 03:43:32.361,-27.243984759611,,
2012/09/29 03:53:51.739,,-21.808052876495,
2012/09/29 04:07:06.010,-27.14366769612,,
2012/09/29 04:53:51.881,,-21.807531236987,
2012/09/29 05:07:15.011,-27.173685641803,,
2012/09/29 05:54:01.319,,-21.818313524967,
2012/09/29 06:07:23.793,-27.158051534371,,
2012/09/29 06:54:09.991,,-21.80817953088,
2012/09/29 07:07:29.950,-27.140527251265,,
2012/09/29 07:54:20.414,,-21.815760215054,
2012/09/29 08:07:33.591,-27.219156801194,,
2012/09/29 08:54:46.039,,-21.810706482544,
2012/09/29 09:07:34.170,-27.174476013168,,
2012/09/29 09:46:54.343,-27.276329382715,,
2012/09/29 09:54:46.728,,-21.817860652359,
2012/09/29 10:02:11.003,-27.174576919138,,
2012/09/29 10:54:54.088,,-21.819918123281,
2012/09/29 11:02:19.129,-27.130234748319,,
2012/09/29 11:54:58.823,,-21.819918123281,
2012/09/29 12:02:28.020,-27.214306675209,,
2012/09/29 12:55:13.790,,-21.815733685388,
2012/09/29 13:02:28.659,-27.19429399146,,
2012/09/29 13:55:14.477,,-21.819787842237,
2012/09/29 14:02:37.331,-27.199908001874,,
2012/09/29 14:55:43.384,,-21.815760215054,
2012/09/29 15:03:21.441,-27.16622587646,,
2012/09/29 15:55:47.791,,-21.808139733688,
2012/09/29 16:03:22.676,-27.221451139242,,
2012/09/29 16:56:08.604,,-21.819838535789,
2012/09/29 17:03:23.583,-27.142819440833,,
2012/09/29 17:56:09.292,,-21.815796250282,
2012/09/29 18:03:32.474,-27.173704970136,,
2012/09/29 18:56:09.434,,-21.819838677027,
2012/09/29 19:03:32.616,-27.146365836478,,
2012/09/29 19:56:18.106,,-21.814864487697,
2012/09/29 20:03:32.976,-27.24162704242,,
2012/09/29 20:56:26.560,,-21.820541808146,
2012/09/29 21:04:17.742,-27.1637556445,,
2012/09/29 21:56:31.468,,-21.820527024,
2012/09/29 22:04:18.599,-27.22419304815,,
2012/09/29 22:56:37.293,,-21.808148419407,
2012/09/29 23:04:27.709,-27.197551463899,,
2012/09/29 23:57:13.309,,-21.820584928573,
2012/09/30 00:04:32.225,-27.24908733577,,
2012/09/30 00:57:23.075,,-21.822719010458,
2012/09/30 01:02:04.056,-27.14554008306,,
2012/09/30 01:57:31.638,,-21.828154480554,
2012/09/30 02:02:08.682,-27.211853518732,,
2012/09/30 02:57:31.670,,-21.819839382465,
2012/09/30 03:02:13.745,-27.182420077389,,
2012/09/30 03:57:32.249,,-21.808219328058,
2012/09/30 04:02:18.589,-27.228378159264,,
2012/09/30 04:57:32.500,,-21.819874696267,
2012/09/30 05:02:37.981,-27.19110129625,,
2012/09/30 05:57:37.235,,-21.815760215054,
2012/09/30 06:02:50.044,-27.141862419066,,
2012/09/30 06:39:25.391,-27.25642441873,,
2012/09/30 06:57:57.476,,-21.808139733688,
2012/09/30 06:58:10.819,-27.153845389385,,
2012/09/30 07:57:59.140,,-21.79985256142,
2012/09/30 07:58:11.499,-27.15591659262,,
2012/09/30 08:57:59.609,,-21.807531236987,
2012/09/30 08:58:19.953,-27.198469068199,,
2012/09/30 09:58:00.407,,-21.807422900033,
2012/09/30 09:58:39.016,-27.194344770038,,
2012/09/30 10:58:08.861,,-21.815716862647,
2012/09/30 10:58:45.610,-27.153823989322,,
2012/09/30 11:46:12.058,-27.26148393666,,
2012/09/30 11:58:09.549,,-21.807531236987,
2012/09/30 12:03:25.201,-27.158052454803,,
2012/09/30 12:58:36.815,,-21.795687252973,
2012/09/30 13:03:26.874,-27.160698387633,,
2012/09/30 13:58:54.565,,-21.795683556908,
2012/09/30 14:03:27.343,-27.249022447231,,
2012/09/30 14:59:03.238,,-21.798232435134,
2012/09/30 15:01:20.830,-27.145669864427,,
2012/09/30 15:59:04.343,,-21.807422669037,
2012/09/30 16:01:21.922,-27.211832119065,,
2012/09/30 16:59:31.033,,-21.807433525832,
2012/09/30 17:01:21.938,-27.187036803395,,
2012/09/30 17:59:40.034,,-21.803673857888,
2012/09/30 18:01:40.126,-27.19659624929,,
2012/09/30 18:59:49.800,,-21.803673857888,
2012/09/30 19:01:48.799,-27.145568616552,,
2012/09/30 19:59:58.473,,-21.799812751772,
2012/09/30 20:01:49.706,-27.178761176166,,
2012/09/30 21:00:36.348,,-21.799802125599,
2012/09/30 21:02:16.206,-27.141419751966,,
2012/09/30 22:00:44.255,,-21.795057448746,
2012/09/30 22:02:17.004,-27.175056022206,,
2012/09/30 23:00:45.709,,-21.787262524153,
2012/09/30 23:02:17.254,-27.174951705619,,
2012/10/01 00:00:53.725,,-21.792864536196,
2012/10/01 00:02:51.739,-27.228366193923,,
2012/10/01 01:01:11.476,,-21.794950694895,
2012/10/01 01:02:53.189,-27.158009194519,,
2012/10/01 02:01:28.973,,-21.784621769398,
2012/10/01 02:03:14.956,-27.186959395179,,
2012/10/01 03:01:29.552,,-21.791974286926,
2012/10/01 03:03:19.582,-27.12897220478,,
2012/10/01 03:39:37.866,-27.23387668909,,
2012/10/01 04:01:30.131,,-21.795578681066,
2012/10/01 04:39:38.664,-27.261469977243,,
2012/10/01 04:47:26.892,-27.158037727898,,
2012/10/01 05:01:40.772,,-21.803286458427,
2012/10/01 05:44:54.129,-27.260723595411,,
2012/10/01 06:02:00.273,,-21.787349381902,
2012/10/01 06:45:02.911,-27.285423725063,,
2012/10/01 06:52:06.406,-27.174998494738,,
2012/10/01 07:02:19.008,,-21.799694479284,
2012/10/01 07:52:12.344,-27.157965934234,,
2012/10/01 08:02:33.586,,-21.803246661635,
2012/10/01 08:52:24.079,-27.178669153105,,
2012/10/01 09:02:42.478,,-21.803329885663,
2012/10/01 09:52:24.549,-27.207243030432,,
2012/10/01 10:02:46.447,,-21.795665538592,
2012/10/01 10:52:33.062,-27.141869475861,,
2012/10/01 11:02:51.898,,-21.79605240457,
2012/10/01 11:52:33.313,-27.183292323854,,
2012/10/01 12:03:19.383,,-21.793119237963,
2012/10/01 12:52:52.157,-27.150103209761,,
2012/10/01 13:03:28.165,,-21.807400955447,
2012/10/01 13:53:00.830,-27.172700030764,,
2012/10/01 14:03:37.165,,-21.795970060449,
2012/10/01 14:53:01.409,-27.183272971141,,
2012/10/01 15:03:37.744,,-21.802029955859,
2012/10/01 15:53:08.550,-27.170741142281,,
2012/10/01 16:03:46.745,,-21.787436239649,
2012/10/01 16:53:10.441,-27.141872291289,,
2012/10/01 17:03:52.574,,-21.795592704615,
2012/10/01 17:53:10.473,-27.170870464509,,
2012/10/01 18:04:26.183,,-21.795665538592,
2012/10/01 18:53:17.943,-27.178675576595,,
2012/10/01 19:05:00.449,,-21.795665538592,
2012/10/01 19:53:52.723,-27.199367778066,,
2012/10/01 20:05:08.542,,-21.803297199738,
2012/10/01 20:54:10.474,-27.174969654232,,
2012/10/01 21:05:17.324,,-21.797066038884,
2012/10/01 21:54:14.334,-27.191062592881,,
2012/10/01 22:05:17.794,,-21.795680014846,
2012/10/01 22:54:17.975,-27.178675576595,,
2012/10/01 23:05:26.685,,-21.807407824385,
2012/10/01 23:54:21.835,-27.203526966581,,
2012/10/02 00:05:48.701,,-21.787392348766,
2012/10/02 00:54:59.820,-27.153815337254,,
2012/10/02 01:05:51.687,,-21.783625440883,
2012/10/02 01:55:17.242,-27.163768354399,,
2012/10/02 02:05:54.344,,-21.787436239649,
2012/10/02 02:55:26.680,-27.141876839472,,
2012/10/02 03:06:03.454,,-21.786575108674,
2012/10/02 03:55:26.931,-27.174461865798,,
2012/10/02 04:06:15.954,,-21.774875106927,
2012/10/02 04:55:52.944,-27.166249807618,,
2012/10/02 05:06:48.420,,-21.774267695177,
2012/10/02 05:56:03.586,-27.177010250286,,
2012/10/02 06:07:24.218,,-21.7726921245,
2012/10/02 06:56:12.368,-27.166288481159,,
2012/10/02 07:07:42.624,,-21.782409902523,
2012/10/02 07:56:30.118,-27.183224777995,,
2012/10/02 08:08:02.453,,-21.774875106927,
2012/10/02 08:56:48.306,-27.183225084808,,
2012/10/02 09:08:21.954,,-21.774875106927,
2012/10/02 09:56:58.072,-27.153831122677,,
2012/10/02 10:08:25.923,,-21.774875106927,
2012/10/02 10:57:16.370,-27.146973812783,,
2012/10/02 11:08:28.033,,-21.774861839157,
2012/10/02 11:57:21.105,-27.178675576595,,
2012/10/02 12:08:29.159,,-21.771666502887,
2012/10/02 12:57:25.731,-27.150136985887,,
2012/10/02 13:09:06.925,,-21.766558896982,
2012/10/02 13:57:25.957,-27.198555124617,,
2012/10/02 14:09:14.369,,-21.766630970893,
2012/10/02 14:57:33.973,-27.153823989322,,
2012/10/02 15:09:17.136,,-21.766558896982,
2012/10/02 15:57:35.208,-27.191062592881,,
2012/10/02 16:09:23.621,,-21.771073689273,
2012/10/02 16:57:44.756,-27.153737468637,,
2012/10/02 17:09:24.200,,-21.782418003145,
2012/10/02 17:57:47.631,-27.174576919139,,
2012/10/02 18:09:45.560,,-21.774875106927,
2012/10/02 18:57:53.788,-27.186887602178,,
2012/10/02 19:10:04.623,,-21.774911605801,
2012/10/02 19:58:02.898,-27.206804472643,,
2012/10/02 20:10:09.905,,-21.776932441578,
2012/10/02 20:58:21.196,-27.163002102689,,
2012/10/02 21:10:15.405,,-21.779033203911,
2012/10/02 21:58:23.743,-27.174533659083,,
2012/10/02 22:10:22.000,,-21.779033203911,
2012/10/02 22:58:30.743,-27.176806572152,,
2012/10/02 23:10:27.030,,-21.782496757553,
2012/10/02 23:58:49.806,-27.17449085924,,
2012/10/03 00:10:28.594,,-21.780541794806,
2012/10/03 00:58:54.760,-27.198512326506,,
2012/10/03 01:11:08.000,,-21.774875106927,
2012/10/03 01:59:00.588,-27.231646172972,,
2012/10/03 02:11:13.829,,-21.775004008013,
2012/10/03 02:59:16.261,-27.214583930861,,
2012/10/03 03:11:20.533,,-21.787349381902,
2012/10/03 03:59:27.996,-27.273149502327,,
2012/10/03 04:11:23.409,,-21.803297315236,
2012/10/03 04:59:34.153,-27.253229154627,,
2012/10/03 05:11:31.644,,-21.815760215054,
2012/10/03 05:59:39.544,-27.211828667506,,
2012/10/03 06:07:41.335,-27.313516275826,,
2012/10/03 06:11:37.582,,-21.819918123281,
2012/10/03 07:08:22.929,-27.28548792533,,
2012/10/03 07:11:41.551,,-21.820657309287,
2012/10/03 08:08:35.376,-27.295166150531,,
2012/10/03 08:11:45.795,,-21.83247774573,
2012/10/03 09:08:45.142,-27.211849418952,,
2012/10/03 09:11:51.515,,-21.841016429197,
2012/10/03 09:43:26.303,-27.314436457896,,
2012/10/03 10:12:00.297,,-21.848635208007,
2012/10/03 10:43:41.538,-27.280523816159,,
2012/10/03 11:12:00.657,,-21.839348536363,
2012/10/03 11:44:17.773,-27.348482265657,,
2012/10/03 12:12:09.439,,-21.849698554872,
2012/10/03 12:44:18.570,-27.319533405771,,
2012/10/03 13:12:09.471,,-21.84558374548,
2012/10/03 13:29:09.380,-27.215981427242,,
2012/10/03 13:44:18.493,-27.318620850935,,
2012/10/03 14:12:10.050,,-21.849677071852,
2012/10/03 14:44:18.744,-27.322594831815,,
2012/10/03 15:12:10.519,,-21.861030286653,
2012/10/03 15:14:27.893,-27.211853978939,,
2012/10/03 16:12:10.551,,-21.865698188773,
2012/10/03 16:12:30.020,-27.31439366137,,
2012/10/03 17:12:19.303,,-21.869424148009,
2012/10/03 17:12:31.443,-27.223448339781,,
2012/10/03 18:12:24.694,,-21.858036034838,
2012/10/03 18:12:39.897,-27.23666184631,,
2012/10/03 19:12:28.554,,-21.869790893536,
2012/10/03 19:12:40.804,-27.224279566888,,
2012/10/03 20:12:56.804,,-21.862186787346,
2012/10/03 20:12:58.773,-27.295458090494,,
2012/10/03 21:13:22.977,,-21.863101981971,
2012/10/03 21:13:40.258,-27.23666184631,,
2012/10/03 22:13:46.634,-27.24908733577,-21.865654762372,
2012/10/03 23:14:02.306,-27.21868499037,,
2012/10/03 23:14:07.447,,-21.865676456289,
2012/10/04 00:14:02.885,-27.223449260163,,
2012/10/04 00:14:13.057,,-21.858036034838,
2012/10/04 00:38:29.476,-27.327377902385,,
2012/10/04 00:57:32.867,-27.216039106553,,
2012/10/04 01:14:26.542,,-21.867246613451,
2012/10/04 01:58:05.033,-27.253214888372,,
2012/10/04 02:14:27.090,,-21.862063741704,
2012/10/04 02:58:09.322,-27.228358811003,,
2012/10/04 03:14:27.559,,-21.865669237839,
2012/10/04 03:58:09.463,-27.216029985158,,
2012/10/04 04:14:34.482,,-21.865654762372,
2012/10/04 04:58:18.245,-27.211847075821,,
2012/10/04 05:14:45.561,,-21.865698188773,
2012/10/04 05:48:02.285,-27.314435997718,,
2012/10/04 06:06:33.302,-27.211940498019,,
2012/10/04 06:15:01.671,,-21.857382484239,
2012/10/04 06:38:11.919,-27.314392741014,,
2012/10/04 06:50:48.565,-27.212333840948,,
2012/10/04 07:15:04.437,,-21.871521105494,
2012/10/04 07:46:25.882,-27.314479254422,,
2012/10/04 08:14:41.063,-27.211853978939,,
2012/10/04 08:15:11.688,,-21.869812606709,
2012/10/04 09:14:49.736,-27.224279566888,,
2012/10/04 09:15:17.298,,-21.865654762372,
2012/10/04 10:14:50.955,-27.248212964668,,
2012/10/04 10:15:21.580,,-21.865654762372,
2012/10/04 11:14:57.296,-27.228378159264,,
2012/10/04 11:15:31.968,,-21.858082172024,
2012/10/04 12:15:16.906,-27.212204060217,,
2012/10/04 12:15:32.109,,-21.865611335969,
2012/10/04 12:36:35.374,-27.31445762607,,
2012/10/04 12:56:17.922,-27.211832119065,,
2012/10/04 13:15:38.813,,-21.865698188773,
2012/10/04 13:56:32.500,-27.23168897063,,
2012/10/04 14:15:42.126,,-21.860142974731,
2012/10/04 14:56:42.595,-27.23666184631,,
2012/10/04 15:15:51.127,,-21.849786071621,
2012/10/04 15:56:47.221,-27.228378159264,,
2012/10/04 16:15:53.128,,-21.857339057726,
2012/10/04 16:56:50.971,-27.215991286379,,
2012/10/04 17:16:18.644,,-21.860601910785,
2012/10/04 17:56:58.550,-27.240803681612,,
2012/10/04 18:16:19.988,,-21.865654762372,
2012/10/04 18:57:18.379,-27.254660179397,,
2012/10/04 19:16:27.349,,-21.869424571243,
2012/10/04 19:57:24.645,-27.265654578309,,
2012/10/04 20:16:27.353,,-21.860136513698,
2012/10/04 20:57:27.490,-27.248236894415,,
2012/10/04 21:16:27.710,,-21.869733037534,
2012/10/04 21:57:36.491,-27.225738195477,,
2012/10/04 22:16:28.070,,-21.862150597452,
2012/10/04 22:57:55.007,-27.20073778147,,
2012/10/04 23:16:29.743,,-21.862194025325,
2012/10/04 23:44:15.175,-27.307029502886,,
2012/10/05 00:16:34.369,,-21.862176007378,
2012/10/05 00:44:34.019,-27.265654578309,,
2012/10/05 01:16:36.916,,-21.869769180362,
2012/10/05 01:44:38.754,-27.331117394918,,
2012/10/05 02:02:13.116,-27.228378159264,,
2012/10/05 02:16:37.058,,-21.862063741704,
2012/10/05 03:02:33.710,-27.224164515374,,
2012/10/05 03:16:49.449,,-21.865568833533,
2012/10/05 04:02:39.211,-27.278079952653,,
2012/10/05 04:16:56.481,,-21.852520991242,
2012/10/05 05:02:44.930,-27.19110129625,,
2012/10/05 05:17:00.642,,-21.865654762372,
2012/10/05 06:02:53.347,-27.220488386086,,
2012/10/05 06:17:05.805,,-21.862021370527,
2012/10/05 07:02:53.379,-27.232978343075,,
2012/10/05 07:17:25.743,,-21.849720037892,
2012/10/05 08:03:00.521,-27.253185895659,,
2012/10/05 08:17:31.463,,-21.84980689397,
2012/10/05 09:03:20.021,-27.247038053813,,
2012/10/05 09:17:33.135,,-21.857469337263,
2012/10/05 10:03:27.272,-27.240803681612,,
2012/10/05 10:17:41.917,,-21.853834611043,
2012/10/05 11:03:32.991,-27.240890055933,,
2012/10/05 11:17:42.496,,-21.865628238811,
2012/10/05 12:03:38.602,-27.23666184631,,
2012/10/05 12:17:53.466,,-21.865654762372,
2012/10/05 12:38:31.137,-27.339328751261,,
2012/10/05 12:56:53.733,-27.228463757476,,
2012/10/05 13:17:58.748,,-21.849737409107,
2012/10/05 13:56:54.311,-27.270115159626,,
2012/10/05 14:18:00.843,,-21.857469337263,
2012/10/05 14:57:02.938,-27.25158107954,,
2012/10/05 15:18:09.375,,-21.866023273691,
2012/10/05 15:57:02.970,-27.261469517042,,
2012/10/05 16:18:28.000,,-21.862194025325,
2012/10/05 16:57:10.221,-27.23666184631,,
2012/10/05 17:18:28.361,,-21.878088496359,
2012/10/05 17:57:15.065,-27.240846940752,,
2012/10/05 18:18:28.611,,-21.881851302831,
2012/10/05 18:57:30.738,-27.254660179397,,
2012/10/05 19:18:28.753,,-21.862237453198,
2012/10/05 19:57:39.848,-27.236623151306,,
2012/10/05 20:18:28.785,,-21.870481038486,
2012/10/05 20:57:44.583,-27.212247320461,,
2012/10/05 21:18:37.457,,-21.858036034838,
2012/10/05 21:45:40.999,-27.31439366137,,
2012/10/05 22:18:47.005,,-21.865676475573,
2012/10/05 22:29:10.763,-27.212333840948,,
2012/10/05 22:47:38.389,-27.314435997719,,
2012/10/05 23:14:19.947,-27.211853518732,,
2012/10/05 23:18:49.881,,-21.862194025325,
2012/10/06 00:14:50.905,-27.22414978878,,
2012/10/06 00:18:55.464,,-21.869769642345,
2012/10/06 00:43:25.773,-27.331002351104,,
2012/10/06 00:52:01.251,-27.22467311055,,
2012/10/06 01:18:56.590,,-21.857425910751,
2012/10/06 01:52:08.174,-27.273106245052,,
2012/10/06 02:19:05.481,,-21.857425910751,
2012/10/06 02:52:08.534,-27.277233351109,,
2012/10/06 03:19:14.372,,-21.853063810424,
2012/10/06 03:52:30.659,-27.240803681612,,
2012/10/06 04:19:14.623,,-21.84980689397,
2012/10/06 04:52:35.176,-27.224711396697,,
2012/10/06 05:19:24.499,,-21.861805676624,
2012/10/06 05:52:44.942,-27.24828488176,,
2012/10/06 06:19:41.484,,-21.858036034838,
2012/10/06 06:52:54.380,-27.221857172804,,
2012/10/06 07:19:43.047,,-21.845576507464,
2012/10/06 07:53:03.599,-27.260680762515,,
2012/10/06 08:20:01.344,,-21.846639267801,
2012/10/06 08:53:21.642,-27.228395462989,,
2012/10/06 09:20:18.840,,-21.849384942135,
2012/10/06 09:53:47.923,-27.261548671541,,
2012/10/06 10:20:31.887,,-21.849698323872,
2012/10/06 10:53:52.987,-27.253315672563,,
2012/10/06 11:20:46.466,,-21.853568977455,
2012/10/06 11:53:58.269,-27.273950131854,,
2012/10/06 12:21:04.982,,-21.865630739256,
2012/10/06 12:54:25.316,-27.212268950583,,
2012/10/06 13:21:15.405,,-21.857339057726,
2012/10/06 13:43:28.778,-27.318602904029,,
2012/10/06 14:21:32.171,,-21.849759827451,
2012/10/06 14:43:30.451,-27.297912813548,,
2012/10/06 15:21:42.593,,-21.849720037892,
2012/10/06 15:36:25.676,-27.196904018703,,
2012/10/06 15:50:13.415,-27.297848502735,,
2012/10/06 16:21:50.938,,-21.854266266306,
2012/10/06 16:50:13.775,-27.249000817718,,
2012/10/06 17:22:07.485,,-21.858079462766,
2012/10/06 17:50:23.734,-27.265618682711,,
2012/10/06 18:22:17.772,,-21.865698188773,
2012/10/06 18:50:29.344,-27.29050527766,,
2012/10/06 19:22:18.460,,-21.865567909566,
2012/10/06 19:50:33.204,-27.278036694028,,
2012/10/06 20:22:23.304,,-21.865654762372,
2012/10/06 20:50:53.907,-27.261512775896,,
2012/10/06 21:22:28.258,,-21.862150597452,
2012/10/06 21:50:59.080,-27.274375777572,,
2012/10/06 22:22:48.415,,-21.862194025325,
2012/10/06 22:51:04.143,-27.249000817718,,
2012/10/06 23:23:13.275,,-21.873076000773,
2012/10/06 23:51:08.003,-27.286399403499,,
2012/10/07 00:23:27.416,,-21.870424058797,
2012/10/07 00:51:58.675,-27.298788800253,,
2012/10/07 01:23:31.276,,-21.874624999132,
2012/10/07 01:52:18.832,-27.278079952653,,
2012/10/07 02:23:31.527,,-21.870589561799,
2012/10/07 02:52:25.170,-27.281346284961,,
2012/10/07 03:23:31.954,,-21.866818743088,
2012/10/07 03:52:39.744,-27.285449240558,,
2012/10/07 04:23:32.205,,-21.8822426816,
2012/10/07 04:52:49.073,-27.256539585134,,
2012/10/07 05:23:39.237,,-21.882286107779,
2012/10/07 05:53:25.199,-27.274461375929,,
2012/10/07 06:23:49.769,,-21.890573105816,
2012/10/07 06:53:25.887,-27.245296131498,,
2012/10/07 07:23:50.567,,-21.883063323591,
2012/10/07 07:53:39.372,-27.278079952653,,
2012/10/07 08:23:50.708,,-21.879214563256,
2012/10/07 08:53:45.638,-27.265697376905,,
2012/10/07 09:23:51.068,,-21.892874076452,
2012/10/07 09:53:50.373,-27.249108735182,,
2012/10/07 10:24:09.147,,-21.882307820869,
2012/10/07 10:54:10.421,-27.25325308512,,
2012/10/07 11:24:12.570,,-21.883005611697,
2012/10/07 11:54:15.130,-27.265654578309,,
2012/10/07 12:24:48.115,,-21.882983897899,
2012/10/07 12:54:35.280,-27.23666184631,,
2012/10/07 13:25:08.382,,-21.882897042709,
2012/10/07 13:54:39.468,-27.245421345095,,
2012/10/07 14:25:40.132,,-21.874624999132,
2012/10/07 14:54:45.516,-27.215952587587,,
2012/10/07 15:25:49.351,,-21.874707749822,
2012/10/07 15:54:48.501,-27.237118199081,,
2012/10/07 16:25:58.243,,-21.878048713291,
2012/10/07 16:54:57.392,-27.252753614823,,
2012/10/07 17:25:58.384,,-21.88224314358,
2012/10/07 17:55:14.924,-27.265741095901,,
2012/10/07 18:26:25.978,,-21.879322434664,
2012/10/07 18:55:25.893,-27.264608428567,,
2012/10/07 19:26:26.229,,-21.862295484654,
2012/10/07 19:55:38.066,-27.265654578309,,
2012/10/07 20:26:40.917,,-21.870509990327,
2012/10/07 20:55:52.953,-27.23996666316,,
2012/10/07 21:26:44.405,,-21.878048713291,
2012/10/07 21:56:01.601,-27.256539585134,,
2012/10/07 22:26:49.249,,-21.878128279413,
2012/10/07 22:56:10.602,-27.224705221513,,
2012/10/07 23:26:53.219,,-21.867709052493,
2012/10/07 23:56:38.305,-27.245906371756,,
2012/10/08 00:26:53.251,,-21.869706796624,
2012/10/08 00:56:43.369,-27.240803681612,,
2012/10/08 01:26:53.939,,-21.86557519167,
2012/10/08 01:56:46.573,-27.228464677887,,
2012/10/08 02:27:20.768,,-21.857382022255,
2012/10/08 02:57:14.604,-27.254424890137,,
2012/10/08 03:27:21.347,,-21.857295631212,
2012/10/08 03:57:15.511,-27.274014719816,,
2012/10/08 04:27:48.503,,-21.845576353463,
2012/10/08 04:57:15.543,-27.220519220434,,
2012/10/08 05:27:59.145,,-21.849676609852,
2012/10/08 05:57:33.403,-27.22589524164,,
2012/10/08 06:29:49.611,,-21.849720037892,
2012/10/08 06:30:04.924,-27.326904027513,,
2012/10/08 06:46:18.239,-27.22114233388,,
2012/10/08 07:29:53.034,,-21.849720037892,
